CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
140;MT;125935;E;17;0;;1.13247;0.13877;0.19155;LEITOR TELA;1220;;0
167;MT;82327;B;21;0;;2.37767;2.75304;0.28057;LARANJA;1258;;1
42;LC;140884;A;17;0;;1.35926;1.14954;0.23381;ROSA;1205;;0
34;LC;120115;D;27;0;;3.23823;0.59679;0.20038;ROSA;1205;;0
8;LC;140920;E;3;0;;1.41999;0.67926;0.21271;ROSA;1205;;0
39;LC;111887;E;29;0;;3.04416;0.33951;0.1833;ROSA;1206;;0
69;CH;140430;A;27;0;;3.07524;1.19358;0.14876;ROSA;1195;;0
26;LC;141448;C;19;0;;0.99432;-0.13224;0.02226;LARANJA;1208;;1
25;LC;141814;A;18;0;;1.22374;0.19619;0.20612;LARANJA;1208;;1
61;CH;141024;D;8;0;;1.38076;0.46553;0.21175;AMARELA;1235;;0
60;CH;140538;A;6;0;;1.33134;0.83509;0.23955;AMARELA;1235;;0
53;CH;141070;E;8;0;;1.69043;0.2202;0.19072;AMARELA;1235;;0
140;MT;125935;E;17;0;;1.13247;0.13877;0.19155;VERDE;1219;;0
172;MT;98278;E;27;0;;1.71891;2.19574;0.08744;LEITOR TELA;1220;;0
169;MT;125929;B;9;0;;1.58702;2.1908;0.24232;LEITOR TELA;1220;;0
174;MT;27330;A;18;0;;1.94836;1.9392;0.17138;LARANJA;1217;;0
52;CH;141113;D;27;0;;1.20452;0.31781;0.22687;LEITOR TELA;1200;;0
3;LC;140736;D;8;0;;2.40685;0.91466;0.10159;AZUL;1201;0;0
37;LC;140918;A;26;0;;2.96562;0.57507;0.16642;AMARELA;1202;;0
42;LC;141802;E;10;0;;2.59779;-0.03089;0.21017;AZUL;1201;;0
32;LC;141229;A;14;0;;2.6904;1.08302;0.17386;AZUL;1201;;0
158;MT;37441;D;22;0;;3.01304;2.67185;0.08455;LARANJA;1218;;1
139;MT;28932;E;8;0;;2.39434;1.98395;0.11508;LARANJA;1218;;1
180;MT;125933;B;10;0;;2.60187;2.11188;0.26394;VERDE;1219;;0
179;MT;125888;C;13;0;;2.2107;2.37234;0.31768;VERDE;1219;;0
174;MT;27330;A;18;0;;1.94836;1.9392;0.17138;VERDE;1219;;0
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;VERDE;1219;;0
168;MT;39385;C;12;0;;2.28918;2.23364;0.23391;VERDE;1219;;0
55;CH;141383;C;10;0;;1.74142;-0.55783;0.01877;BRANCA;1193;;0
35;LC;140905;B;28;0;;2.28551;2.41311;0.221;LARANJA;1208;;1
71;CH;28657;A;22;0;;1.04981;1.40616;0.22588;LARANJA;1197;;0
67;CH;140571;B;4;0;;2.01758;1.4703;0.23595;LARANJA;1197;;0
90;CH;140571;B;4;0;;2.01758;1.4703;0.23595;AZUL;1191;;0
76;CH;140534;D;6;0;;2.79594;0.44013;0.15523;AZUL;1191;;0
67;CH;140499;B;30;0;;1.53812;0.12887;0.18969;AZUL;1191;;0
66;CH;140166;A;15;0;;2.42214;-0.62019;0.09595;AZUL;1191;;0
85;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;BRANCA;1193;;0
84;CH;140214;D;9;0;;1.22847;0.57309;0.22441;LARANJA;1198;;1
38;LC;88031;E;30;0;;1.73107;1.60103;0.19199;LARANJA;1207;;0
36;LC;140899;D;29;0;;1.22127;1.21426;0.22043;LARANJA;1207;;0
33;LC;140918;A;26;0;;2.96562;0.57507;0.16642;LARANJA;1207;;0
29;LC;140857;E;21;0;;1.2615;-0.59214;0.01135;LARANJA;1207;;0
26;LC;141448;C;19;0;;0.99432;-0.13224;0.02226;LARANJA;1207;;0
25;LC;141814;A;18;0;;1.22374;0.19619;0.20612;VERDE;1313;;0
22;LC;140858;C;16;0;;2.59213;1.19798;0.23009;VERDE;1313;;0
38;LC;88031;E;30;0;;1.73107;1.60103;0.19199;VERDE;1314;;0
162;MT;111538;D;27;0;;1.56473;0.75949;0.32554;CINZA;1254;;0
161;MT;77364;E;3;0;;2.32172;3.22024;0.06466;CINZA;1254;;0
155;MT;111560;A;15;0;;2.34866;1.28885;0.1796;CINZA;1254;;0
151;MT;87686;E;29;0;;1.94508;1.67467;0.08764;CINZA;1254;;0
149;MT;117730;A;30;0;;2.16697;2.85932;0.07989;CINZA;1254;;0
25;LC;140806;D;16;0;;2.24767;0.37674;0.18584;LEITOR TELA;1290;;0
29;LC;141394;B;23;0;;1.70264;0.93679;0.19894;LARANJA;1248;;1
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;LARANJA;1248;;1
160;MT;125959;B;23;0;;2.2547;1.1525;0.16991;AZUL;1291;;0
157;MT;125975;A;6;0;;1.42997;1.57887;0.13599;AZUL;1291;;0
151;MT;125914;D;24;0;;1.7035;1.0704;0.1698;AZUL;1291;;0
81;CH;141350;A;12;0;;1.97882;2.37904;0.24518;AZUL;1191;;0
136;MT;14812;D;20;0;;1.56944;-0.00093;0.11987;LEITOR TELA;1300;;0
129;CN;111662;D;12;0;;2.43262;2.4702;0.29927;CINZA;1303;;0
124;CN;126545;A;10;0;;1.75908;1.33559;0.23258;CINZA;1303;;0
172;MT;14812;D;20;0;;1.56944;-0.00093;0.11987;AZUL;1291;;0
44;LC;140811;A;30;0;;2.03832;0.76702;0.24521;LEITOR TELA;1250;;0
157;MT;125975;A;6;0;;1.42997;1.57887;0.13599;AZUL;1251;;0
161;MT;82009;D;2;0;;1.97365;0.14531;0.19547;AMARELA;1252;;0
142;MT;125975;A;6;0;;1.42997;1.57887;0.13599;AMARELA;1252;;0
92;CN;13403;B;29;0;;1.19366;1.44063;0.11523;AZUL;1261;;0
131;CN;111492;D;22;0;;1.98795;2.27444;0.11215;AMARELA;1262;;0
127;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AMARELA;1262;;0
125;CN;89675;C;9;0;;2.45026;2.11499;0.18741;AMARELA;1262;;0
123;CN;14364;E;22;0;;1.30204;-0.26232;0.10055;AMARELA;1262;;0
92;CN;126541;C;1;0;;3.08461;0.93344;0.24287;AMARELA;1305;;0
134;CN;13403;B;29;0;;1.19366;1.44063;0.11523;AMARELA;1306;;0
91;CN;40431;B;24;0;;2.92795;1.7851;0.12882;CINZA;1263;;0
134;CN;39162;C;16;0;;0.9516;1.07172;0.21936;CINZA;1263;;0
39;LC;111887;E;29;0;;3.04416;0.33951;0.1833;LEITOR TELA;1210;;0
33;LC;140918;A;26;0;;2.96562;0.57507;0.16642;LEITOR TELA;1210;;0
111;CN;141760;D;13;0;;2.4239;1.19043;0.26425;LARANJA;1268;;1
9;LC;97007;C;4;0;;1.9592;0.91289;0.16231;LEITOR TELA;1210;;0
10;LC;141212;B;11;0;;1.8902;0.53683;0.20416;ROSA;1203;;0
16;LC;141260;A;12;0;;1.74835;0.77042;0.16206;BRANCA;1204;;0
10;LC;140884;A;17;0;;1.35926;1.14954;0.23381;BRANCA;1204;;0
7;LC;141239;A;13;0;;1.72594;1.66934;0.27058;BRANCA;1204;;0
130;CN;11543;E;12;0;;1.97133;0.18515;0.1645;CINZA;1263;;0
124;CN;126545;A;10;0;;1.75908;1.33559;0.23258;CINZA;1263;;0
114;CN;39162;C;16;0;;0.9516;1.07172;0.21936;ROSA;1264;;0
116;CN;97133;E;18;0;;2.64554;0.91215;0.21322;AMARELA;1265;;0
109;CN;111662;D;12;0;;2.43262;2.4702;0.29927;AMARELA;1265;;0
135;CN;14425;A;30;0;;1.15501;0.25068;0.12671;AMARELA;1306;;0
74;CH;12445;A;15;0;;1.893;0.675;0.185;LARANJA;1238;;1
71;CH;140611;A;19;0;;1.72609;-0.17378;0.1911;LARANJA;1238;;1
45;LC;140844;D;18;0;;1.35625;-0.20143;0.209;BRANCA;1284;;0
117;CN;141723;C;11;0;;2.6872;0.69491;0.15317;LEITOR TELA;1230;;0
113;CN;14397;D;17;0;;1.20846;0.2239;0.13554;LEITOR TELA;1230;;0
112;CN;82333;A;22;0;;2.71433;1.9822;0.05932;LEITOR TELA;1230;;0
110;CN;117866;B;10;0;;2.33748;1.77344;0.10811;LEITOR TELA;1230;;0
109;CN;97149;A;17;0;;0.99037;1.55817;0.20321;LEITOR TELA;1230;;0
96;CN;85436;E;29;0;;1.56816;1.75342;0.18632;LEITOR TELA;1230;;0
66;CH;141044;C;2;0;;3.33701;0.2793;0.20318;AMARELA;1232;;0
12;LC;141475;A;22;0;;3.31899;0.8809;0.16091;BRANCA;1284;;0
11;LC;140806;D;16;0;;2.24767;0.37674;0.18584;BRANCA;1284;;0
21;LC;141283;B;14;0;;2.20125;0.82582;0.2119;ROSA;1243;;0
42;LC;140926;D;26;0;;1.95105;-0.13372;0.19557;AMARELA;1245;;0
21;LC;140921;B;29;0;;1.98881;0.13165;0.16935;BRANCA;1284;;0
45;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;BRANCA;1204;;0
50;CH;140588;B;28;0;;2.21675;0.28898;0.20874;AZUL;1231;;0
162;MT;141540;A;29;0;;2.11162;2.38012;0.17296;LARANJA;1218;;1
139;MT;28932;E;8;0;;2.39434;1.98395;0.11508;ROSA;1213;;0
174;MT;27330;A;18;0;;1.94836;1.9392;0.17138;ROSA;1215;;0
51;CH;141363;B;11;0;;3.81637;0.70936;0.15459;LARANJA;1198;;1
35;LC;140905;B;28;0;;2.28551;2.41311;0.221;ROSA;1205;;0
2;LC;140765;A;6;0;;3.17668;0.44857;0.18727;ROSA;1206;1;0
5;LC;140785;A;8;0;;2.4787;0.39216;0.33723;ROSA;1206;0;0
102;CN;54804;E;24;0;;3.7763;1.61245;0.10238;ROSA;1223;;0
94;CN;117631;A;18;0;;1.50761;0.49481;0.17371;ROSA;1223;;0
116;CN;82446;A;23;0;;2.66863;2.35839;0.05501;ROSA;1223;;0
157;MT;40387;D;17;0;;2.22187;1.36509;0.13859;AMARELA;1292;;0
145;MT;125990;A;23;0;;2.71883;1.96573;0.12171;AMARELA;1292;;0
91;CN;40724;C;2;0;;1.87231;-0.45616;0.19791;ROSA;1223;;0
135;CN;63155;D;26;0;;3.97972;1.34607;0.24211;ROSA;1223;;0
105;CN;97767;D;6;0;;1.78472;1.98863;0.10818;ROSA;1223;;0
68;CH;140539;E;7;0;;2.09613;0.22557;0.2149;AMARELA;1272;;0
65;CH;140165;B;1;0;;1.08066;0.19929;0.20308;AMARELA;1272;;0
58;CH;48754;A;21;0;;2.43245;0.67281;0.278;VERDE;1311;;0
91;CN;40724;C;2;0;;1.87231;-0.45616;0.19791;ROSA;1225;;0
135;CN;63155;D;26;0;;3.97972;1.34607;0.24211;ROSA;1225;;0
99;CN;64023;E;13;0;;1.81427;1.4199;0.25187;ROSA;1225;;0
98;CN;83558;E;21;0;;1.52403;0.95966;0.15221;ROSA;1225;;0
115;CN;111466;A;1;0;;3.38485;2.02004;0.18168;ROSA;1226;;0
87;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;AMARELA;1275;;0
163;MT;125959;B;23;0;;2.2547;1.1525;0.16991;AMARELA;1256;;0
135;CN;14425;A;30;0;;1.15501;0.25068;0.12671;LEITOR TELA;1270;;0
129;CN;60991;D;25;0;;3.56699;1.70996;0.19228;LEITOR TELA;1270;;0
108;CN;84984;C;11;0;;1.42963;0.8045;0.16236;ROSA;1304;;0
122;CN;63407;C;20;0;;1.67788;1.97964;0.28897;ROSA;1264;;0
97;CN;141738;A;4;0;;2.03842;2.62635;0.23027;AMARELA;1306;;0
95;CN;82828;A;3;0;;2.87792;1.6912;0.05316;AMARELA;1306;;0
133;CN;88089;C;28;0;;1.81565;0.85403;0.17723;LARANJA;1307;;0
120;CN;117828;B;19;0;;2.80401;1.5881;0.34028;AMARELA;1265;;0
36;LC;7582;D;3;0;;1.14699;0.542;0.138;BRANCA;1284;;0
34;LC;14727;D;16;0;;2.1034;-0.07713;0.12881;AMARELA;1242;;0
30;LC;14713;E;15;0;;1.29568;1.21007;0.14848;AMARELA;1242;;0
23;LC;140921;B;29;0;;1.98881;0.13165;0.16935;AMARELA;1242;;0
22;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;AMARELA;1242;;0
32;LC;141423;E;20;0;;2.43139;0.95743;0.24644;BRANCA;1244;;0
164;MT;111560;A;15;0;;2.34866;1.28885;0.1796;AMARELA;1296;;0
107;CN;97670;D;10;0;;1.79447;0.29152;0.16547;LEITOR TELA;1310;;0
172;MT;15451;D;24;0;;2.088;1.815;0.224;LARANJA;1257;;0
164;MT;111560;A;15;0;;2.34866;1.28885;0.1796;LEITOR TELA;1260;;0
162;MT;141540;A;29;0;;2.11162;2.38012;0.17296;LARANJA;1217;;0
54;CH;140612;C;6;0;;1.82461;0.19307;0.25114;VERDE;1199;;0
17;LC;141229;A;14;0;;2.6904;1.08302;0.17386;ROSA;1206;;0
15;LC;118195;B;30;0;;1.67063;-0.06011;0.08734;AZUL;1201;;0
11;LC;118301;D;23;0;;0.95292;-0.47764;0.00564;AZUL;1201;;0
6;LC;141233;D;9;0;;1.74151;0.50452;0.15417;AZUL;1201;;0
64;CH;141022;E;25;0;;3.83368;0.79149;0.11063;AMARELA;1192;;0
59;CH;141350;A;12;0;;1.97882;2.37904;0.24518;AMARELA;1192;;0
54;CH;141383;C;10;0;;1.74142;-0.55783;0.01877;AMARELA;1192;;0
175;MT;85504;B;21;0;;2.21375;1.82985;0.15414;AZUL;1211;;0
165;MT;28932;E;8;0;;2.39434;1.98395;0.11508;AZUL;1211;;0
14;LC;140858;C;16;0;;2.59213;1.19798;0.23009;AMARELA;1202;;0
13;LC;140885;A;15;0;;3.32492;0.4163;0.18782;AMARELA;1202;;0
154;MT;126028;B;7;0;;2.33037;1.91643;0.0839;AZUL;1211;;0
103;CN;84041;A;3;0;;3.68114;1.27129;0.1;AMARELA;1222;;0
123;CN;82754;D;16;0;;1.76985;1.97126;0.14344;ROSA;1226;;0
78;CH;140426;E;28;0;;2.81419;0.63293;0.20398;AMARELA;1275;;0
76;CH;26296;E;19;0;;1.8315;0.44019;0.19555;AMARELA;1275;;0
169;MT;141563;E;7;0;;2.0018;1.46283;0.23942;ROSA;1253;;0
172;MT;98278;E;27;0;;1.71891;2.19574;0.08744;VERDE;1316;;0
165;MT;14994;E;28;0;;2.70307;1.3682;0.16099;VERDE;1316;;0
151;MT;31650;C;27;0;;3.33563;1.08025;0.20912;VERDE;1316;;0
31;LC;140921;B;29;0;;1.98881;0.13165;0.16935;LEITOR TELA;1290;;0
7;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;AMARELA;1246;;0
26;LC;141475;A;22;0;;3.31899;0.8809;0.16091;LEITOR TELA;1250;;0
107;CN;87842;E;9;0;;1.65903;1.58501;0.24699;AMARELA;1262;;0
119;CN;126559;B;18;0;;1.87573;2.07387;0.0786;ROSA;1304;;0
112;CN;55705;D;14;0;;1.67571;0.34061;0.19471;ROSA;1304;;0
9;LC;7238;E;18;0;;1.89;0.197;0.172;LARANJA;1288;;1
7;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;LARANJA;1288;;1
36;LC;140848;B;19;0;;1.22583;0.23244;0.19294;LEITOR TELA;1290;;0
27;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;LEITOR TELA;1290;;0
176;MT;117601;E;10;0;;3.53513;2.27283;0.14674;LEITOR TELA;1300;;0
56;CH;140453;A;17;0;;3.06915;0.94872;0.17725;VERDE;1199;;0
73;CH;141022;E;25;0;;3.83368;0.79149;0.11063;ROSA;1196;;0
1;LC;140595;B;5;0;;2.11783;1.27877;0.12469;LARANJA;1208;0;1
38;LC;88031;E;30;0;;1.73107;1.60103;0.19199;LARANJA;1208;;1
37;LC;118195;B;30;0;;1.67063;-0.06011;0.08734;LARANJA;1208;;1
36;LC;140899;D;29;0;;1.22127;1.21426;0.22043;LARANJA;1208;;1
58;CH;48754;A;21;0;;2.43245;0.67281;0.278;LARANJA;1197;;0
56;CH;140453;A;17;0;;3.06915;0.94872;0.17725;LARANJA;1197;;0
50;CH;141118;C;7;0;;2.58516;0.39346;0.17772;LARANJA;1197;;0
178;MT;111754;B;15;0;;2.95569;2.84307;0.24511;AZUL;1211;;0
40;LC;140959;C;17;0;;3.54204;2.45238;0.11597;BRANCA;1204;;0
173;MT;125935;E;17;0;;1.13247;0.13877;0.19155;AMARELA;1212;;0
171;MT;27119;D;19;0;;2.99818;0.86032;0.22079;AMARELA;1212;;0
168;MT;14366;C;1;0;;1.52531;0.63295;0.18496;AMARELA;1212;;0
163;MT;86783;B;22;0;;3.58609;3.00088;0.19242;AMARELA;1212;;0
70;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;AMARELA;1232;;0
179;MT;14774;E;18;0;;1.641;0.045;0.175;ROSA;1293;;0
73;CH;141022;E;25;0;;3.83368;0.79149;0.11063;VERDE;1312;;0
68;CH;140543;E;8;0;;0.81816;1.56049;0.23382;VERDE;1312;;0
111;CN;85436;E;29;0;;1.56816;1.75342;0.18632;CINZA;1224;;0
103;CN;66330;A;7;0;;1.0858;2.67412;0.10118;CINZA;1224;;0
131;CN;83378;B;3;0;;1.92829;-1.14947;0.20133;ROSA;1225;;0
70;CH;141466;C;20;0;;2.82802;0.97492;0.32247;BRANCA;1273;;0
65;CH;96984;C;14;0;;1.16096;1.65456;0.1754;ROSA;1274;;0
59;CH;63858;C;4;0;;2.12258;0.82426;0.22694;ROSA;1274;;0
57;CH;140157;E;12;0;;3.11132;-0.20743;0.2064;ROSA;1274;;0
1;LC;140595;B;5;0;;2.11783;1.27877;0.12469;VERDE;1313;0;0
66;CH;141017;D;7;0;;2.01061;1.68198;0.19435;AMARELA;1276;;0
152;MT;141582;C;30;0;;1.46956;2.91942;0.24283;VERDE;1315;;0
139;MT;28932;E;8;0;;2.39434;1.98395;0.11508;VERDE;1315;;0
25;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;BRANCA;1284;;0
125;CN;111492;D;22;0;;1.98795;2.27444;0.11215;LARANJA;1267;;0
76;CH;140180;A;11;0;;2.54102;0.57876;0.1767;AZUL;1271;;0
137;MT;81329;D;19;0;;2.97925;1.78747;0.19488;AMARELA;1255;;0
149;MT;125932;B;22;0;;3.05237;2.18342;0.22043;LARANJA;1298;;1
103;CN;11309;C;8;0;;1.62855;-1.00049;0.09528;LEITOR TELA;1310;;0
138;MT;28543;D;16;0;;1.5737;0.99995;0.19925;AMARELA;1292;;0
150;MT;44285;E;8;0;;2.94723;2.87386;0.06733;ROSA;1293;;0
78;CH;140536;B;2;0;;1.85938;0.20017;0.19319;BRANCA;1273;;0
57;CH;141116;C;15;0;;3.91893;0.65977;0.17428;BRANCA;1273;;0
56;CH;12445;A;15;0;;1.893;0.675;0.185;BRANCA;1273;;0
42;LC;140884;A;17;0;;1.35926;1.14954;0.23381;VERDE;1314;;0
172;MT;6954;C;3;0;;2.416;0.991;0.118;CINZA;1254;;0
31;LC;140921;B;29;0;;1.98881;0.13165;0.16935;AMARELA;1246;;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;LEITOR TELA;1290;0;0
45;LC;15026;D;14;0;;1.85867;0.9812;0.24537;LEITOR TELA;1290;;0
21;LC;141283;B;14;0;;2.20125;0.82582;0.2119;AMARELA;1246;;0
125;CN;9513;B;6;0;;2.85738;1.3405;0.11903;AZUL;1301;;0
121;CN;87842;E;9;0;;1.65903;1.58501;0.24699;AZUL;1301;;0
115;CN;41122;C;15;0;;2.94887;0.69942;0.20571;AZUL;1301;;0
137;MT;125956;A;29;0;;1.21177;3.11314;0.10322;AMARELA;1252;;0
121;CN;60991;D;25;0;;3.56699;1.70996;0.19228;AMARELA;1262;;0
117;CN;55705;D;14;0;;1.67571;0.34061;0.19471;AMARELA;1262;;0
119;CN;126559;B;18;0;;1.87573;2.07387;0.0786;AMARELA;1266;;0
117;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AMARELA;1266;;0
116;CN;97133;E;18;0;;2.64554;0.91215;0.21322;AMARELA;1266;;0
114;CN;39162;C;16;0;;0.9516;1.07172;0.21936;AMARELA;1266;;0
111;CN;141760;D;13;0;;2.4239;1.19043;0.26425;AMARELA;1266;;0
105;CN;87842;E;9;0;;1.65903;1.58501;0.24699;AMARELA;1266;;0
103;CN;11309;C;8;0;;1.62855;-1.00049;0.09528;AMARELA;1266;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;AMARELA;1266;;0
61;CH;141024;D;8;0;;1.38076;0.46553;0.21175;LARANJA;1237;;0
43;LC;141231;D;9;0;;1.59315;-0.23802;0.19091;AMARELA;1242;;0
40;LC;36864;A;12;0;;1.14733;0.38901;0.23027;AMARELA;1242;;0
99;CN;9513;B;6;0;;2.85738;1.3405;0.11903;LARANJA;1268;;1
83;CH;140538;A;6;0;;1.33134;0.83509;0.23955;AMARELA;1272;;0
147;MT;40387;D;17;0;;2.22187;1.36509;0.13859;LARANJA;1257;;0
140;MT;82009;D;2;0;;1.97365;0.14531;0.19547;LARANJA;1258;;1
180;MT;125933;B;10;0;;2.60187;2.11188;0.26394;LARANJA;1218;;1
179;MT;125888;C;13;0;;2.2107;2.37234;0.31768;LARANJA;1218;;1
11;LC;141204;B;10;0;;1.81453;-0.08926;0.19896;VERDE;1314;;0
179;MT;44814;E;1;0;;1.59068;1.68621;0.13542;AMARELA;1292;;0
178;MT;15451;D;24;0;;2.088;1.815;0.224;AMARELA;1292;;0
158;MT;37441;D;22;0;;3.01304;2.67185;0.08455;ROSA;1213;;0
155;MT;86783;B;4;0;;3.58609;3.00088;0.19242;ROSA;1213;;0
79;CH;141123;D;3;0;;0.76651;1.69321;0.09277;ROSA;1194;;0
78;CH;140815;C;28;0;;1.15078;0.24134;0.01092;ROSA;1194;;0
77;CH;125684;B;16;0;;3.5628;0.50483;0.22204;ROSA;1194;;0
75;CH;141051;A;18;0;;1.90228;1.5999;0.16847;ROSA;1194;;0
46;CH;140166;A;15;0;;2.42214;-0.62019;0.09595;LEITOR TELA;1200;;0
175;MT;141563;E;7;0;;2.0018;1.46283;0.23942;AMARELA;1292;;0
45;LC;140949;C;16;0;;1.43175;0.80537;0.12273;VERDE;1313;;0
42;LC;140884;A;17;0;;1.35926;1.14954;0.23381;VERDE;1313;;0
41;LC;141233;D;9;0;;1.74151;0.50452;0.15417;VERDE;1313;;0
149;MT;125932;B;22;0;;3.05237;2.18342;0.22043;ROSA;1253;;0
144;MT;64151;E;2;0;;2.19283;2.05125;0.07643;ROSA;1253;;0
14;LC;141241;B;11;0;;1.67142;1.62234;0.24018;LARANJA;1287;;0
13;LC;141451;E;21;0;;1.25105;0.70685;0.20051;LARANJA;1287;;0
5;LC;140718;E;8;0;;2.73373;0.00161;0.19391;LARANJA;1247;1;0
5;LC;140614;C;8;0;;2.25894;1.00728;0.17726;LARANJA;1247;0;0
23;LC;140952;B;17;0;;1.20716;0.28152;0.18862;AMARELA;1285;;0
17;LC;141406;D;29;0;;2.58466;2.6116;0.171;AMARELA;1285;;0
98;CN;88570;C;4;0;;2.24692;1.39111;0.18364;LARANJA;1308;;1
135;CN;14425;A;30;0;;1.15501;0.25068;0.12671;LARANJA;1268;;1
134;CN;13403;B;29;0;;1.19366;1.44063;0.11523;LARANJA;1268;;1
86;CH;63858;C;4;0;;2.12258;0.82426;0.22694;AZUL;1271;;0
85;CH;140180;A;11;0;;2.54102;0.57876;0.1767;AMARELA;1272;;0
167;MT;82327;B;21;0;;2.37767;2.75304;0.28057;LARANJA;1297;;0
83;CH;140657;A;29;0;;1.46885;0.7104;0.193;LARANJA;1197;;0
2;LC;140729;C;6;0;;1.52132;1.43573;0.2144;AMARELA;1245;1;0
3;LC;140730;D;7;0;;2.77283;0.35669;0.17995;AMARELA;1245;0;0
130;CN;14398;B;26;0;;1.10698;1.7492;0.20057;ROSA;1304;;0
126;CN;14364;E;22;0;;1.30204;-0.26232;0.10055;ROSA;1304;;0
101;CN;85789;C;7;0;;3.69143;1.47336;0.20493;ROSA;1304;;0
91;CN;126533;A;1;0;;1.97611;1.97226;0.15173;AMARELA;1305;;0
131;CN;78962;C;26;0;;3.54791;0.5346;0.18023;AMARELA;1305;;0
130;CN;14398;B;26;0;;1.10698;1.7492;0.20057;AMARELA;1305;;0
121;CN;63131;C;20;0;;3.05747;2.28881;0.29517;AMARELA;1305;;0
117;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AMARELA;1305;;0
115;CN;13234;B;17;0;;1.03245;1.23487;0.12791;AMARELA;1305;;0
100;CN;63407;C;20;0;;1.67788;1.97964;0.28897;AMARELA;1262;;0
130;CN;14398;B;26;0;;1.10698;1.7492;0.20057;ROSA;1264;;0
129;CN;60991;D;25;0;;3.56699;1.70996;0.19228;ROSA;1264;;0
121;CN;63131;C;20;0;;3.05747;2.28881;0.29517;ROSA;1304;;0
130;CN;14398;B;26;0;;1.10698;1.7492;0.20057;AMARELA;1266;;0
115;CN;111466;A;1;0;;3.38485;2.02004;0.18168;VERDE;1229;;0
107;CN;88557;C;21;0;;2.6042;1.59379;0.26321;VERDE;1229;;0
100;CN;87989;C;2;0;;2.32351;1.21005;0.10449;VERDE;1229;;0
94;CN;117631;A;18;0;;1.50761;0.49481;0.17371;VERDE;1229;;0
5;LC;141715;E;8;0;;2.65505;0.51608;0.18619;LARANJA;1208;1;1
54;CH;141136;A;1;0;;1.22125;2.63782;0.30445;AZUL;1191;;0
21;LC;140885;A;15;0;;3.32492;0.4163;0.18782;LEITOR TELA;1210;;0
85;CH;140548;C;29;0;;3.00594;-0.06348;0.20314;LEITOR TELA;1240;;0
25;LC;140878;D;28;0;;2.15451;0.45326;0.16205;AMARELA;1282;;0
23;LC;140921;B;29;0;;1.98881;0.13165;0.16935;AMARELA;1282;;0
19;LC;141394;B;23;0;;1.70264;0.93679;0.19894;AMARELA;1282;;0
103;CN;66259;B;20;0;;2.34079;1.00185;0.23885;VERDE;1318;;0
98;CN;117924;E;27;0;;2.12814;2.10133;0.11495;AZUL;1301;;0
45;LC;15026;D;14;0;;1.85867;0.9812;0.24537;LEITOR TELA;1250;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;AMARELA;1265;;0
56;CH;141122;D;11;0;;2.6472;0.15404;0.18491;LARANJA;1238;;1
6;LC;140852;C;3;0;;2.66578;-0.42751;0.19271;AMARELA;1285;;0
4;LC;140566;E;7;0;;1.6142;0.66623;0.19198;AMARELA;1285;1;0
3;LC;140565;D;5;0;;2.78457;0.65111;0.16995;AMARELA;1285;1;0
2;LC;140729;C;6;0;;1.52132;1.43573;0.2144;AMARELA;1285;1;0
166;MT;117730;A;30;0;;2.16697;2.85932;0.07989;LEITOR TELA;1300;;0
48;CH;140536;B;2;0;;1.85938;0.20017;0.19319;LARANJA;1278;;1
169;MT;44285;E;8;0;;2.94723;2.87386;0.06733;CINZA;1294;;0
168;MT;125932;B;22;0;;3.05237;2.18342;0.22043;CINZA;1294;;0
158;MT;125956;A;29;0;;1.21177;3.11314;0.10322;LARANJA;1297;;0
179;MT;14774;E;18;0;;1.641;0.045;0.175;AMARELA;1256;;0
81;CH;141354;B;3;0;;1.93619;-0.42999;0.19883;BRANCA;1233;;0
56;CH;140534;D;6;0;;2.79594;0.44013;0.15523;BRANCA;1193;;0
140;MT;27330;A;18;0;;1.94836;1.9392;0.17138;AMARELA;1212;;0
138;MT;125884;E;11;0;;3.44278;1.55674;0.09149;AMARELA;1212;;0
66;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;ROSA;1194;;0
85;CH;141383;C;10;0;;1.74142;-0.55783;0.01877;LARANJA;1198;;1
14;LC;141260;A;12;0;;1.74835;0.77042;0.16206;ROSA;1205;;0
